ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
82450,104-CI-T30,FPQ-8295,SO-40790,DN-2548,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/25/11,N/A - From RDC,2012-02-29,2012-03-01,2012-03-01,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,92352,1036189.44,11.22,0.19,"Aurobindo Unit III, India",Yes,3641.16,3641.16,1709.71
82451,109-TZ-T30,FPQ-8303,SO-41390,DN-2550,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/11,N/A - From RDC,2012-03-15,2012-03-12,2012-03-12,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,2176,27200.0,12.5,0.05,"Aurobindo Unit III, India",Yes,1698.83,1698.83,44.88
82452,104-CI-T30,FPQ-8363,SO-40820,DN-2551,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/11,N/A - From RDC,2012-03-02,2012-02-24,2012-02-24,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2160,11880.0,5.5,0.18,Mylan (formerly Matrix) Nashik,Yes,6009.47,6009.47,19.6
82453,109-TZ-T30,FPQ-8297,SO-40613,DN-2558,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/11,N/A - From RDC,2012-04-06,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,150000,1053000.0,7.02,0.12,"Aurobindo Unit III, India",Yes,7651.59,7651.59,1737.45
82454,151-NG-T30,FPQ-8952,SO-41264,DN-2566,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,N/A - From RDC,2012-06-20,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,26798,448330.54,16.73,0.56,Mylan (formerly Matrix) Nashik,Yes,25231.96,25231.96,628.56
82455,151-NG-T30,FPQ-8952,SO-41266,DN-2568,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,N/A - From RDC,2012-06-20,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,100000,258000.0,2.58,0.04,"Strides, Bangalore, India.",Yes,25231.96,25231.96,361.72
82456,105-GY-T30,FPQ-8623,SO-41030,DN-2575,Guyana,PMO - US,From RDC,N/A - From RDC,Air,10/27/11,N/A - From RDC,2012-03-30,2012-03-19,2012-03-19,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1313,44300.62,33.74,0.28,ABBVIE Ludwigshafen Germany,Yes,3940.18,3940.18,62.11
82457,900-SS-T30,FPQ-8624,SO-41080,DN-2581,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,11/4/11,N/A - From RDC,2012-03-21,2012-03-08,2012-03-08,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6200,43524.0,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,22788.95,22788.95,61.02
82458,900-SS-T30,FPQ-8624,SO-41080,DN-2581,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,11/4/11,N/A - From RDC,2012-03-21,2012-03-08,2012-03-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,250,2065.0,8.26,0.14,"Aurobindo Unit III, India",No,22788.95,22788.95,2.9
82461,107-RW-T30,FPQ-9238,SO-41440,DN-2584,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,1/26/12,N/A - From RDC,2012-03-12,2012-03-05,2012-03-05,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,0,Test kit,20,1000,32000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,3494.5,3494.5,44.86
82462,114-UG-T30,FPQ-9321,SO-41520,DN-2597,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/10/12,N/A - From RDC,2012-04-24,2012-02-27,2012-02-27,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,5525,60775.0,11.0,0.18,Mylan (formerly Matrix) Nashik,Yes,4054.19,4054.19,85.21
82463,114-UG-T30,FPQ-9321,SO-41520,DN-2597,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/10/12,N/A - From RDC,2012-04-24,2012-02-27,2012-02-27,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,3900,23712.0,6.08,0.2,Mylan (formerly Matrix) Nashik,No,4054.19,4054.19,33.24
82464,114-UG-T30,FPQ-9321,SO-41520,DN-2597,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/10/12,N/A - From RDC,2012-04-24,2012-02-27,2012-02-27,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1700,4267.0,2.51,0.04,"Strides, Bangalore, India.",No,4054.19,4054.19,5.98
82465,109-TZ-T30,FPQ-8297,SO-40610,DN-2598,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/11,N/A - From RDC,2012-05-04,2012-04-11,2012-04-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,22340,184528.4,8.26,0.14,"Aurobindo Unit III, India",Yes,3279.25,3279.25,304.47
82466,104-CI-T30,FPQ-8787,SO-41152,DN-2606,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/11,N/A - From RDC,2012-04-16,2012-04-06,2012-04-06,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,13860,97297.2,7.02,0.12,"Aurobindo Unit III, India",Yes,3848.91,3848.91,136.41
82467,113-ZW-T30,FPQ-8464,SO-40850,DN-2605,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,N/A - From RDC,2012-04-13,2012-04-10,2012-04-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3345,26760.0,8.0,0.13,"Aurobindo Unit VII, IN",Yes,29250.68,29250.68,44.15
82468,102-BI-T30,FPQ-9229,SO-41532,DN-2637,Burundi,PMO - US,From RDC,N/A - From RDC,Air,1/25/12,N/A - From RDC,2012-04-26,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,350,4602.5,13.15,0.22,Mylan (formerly Matrix) Nashik,Yes,1188.75,1188.75,6.45
82469,151-NG-T30,FPQ-8952,SO-41269,DN-2644,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,N/A - From RDC,2012-06-20,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,50000,813500.0,16.27,0.54,Mylan (formerly Matrix) Nashik,Yes,27441.22,27441.22,1140.53
82470,151-NG-T30,FPQ-8952,SO-41920,DN-2645,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,N/A - From RDC,2012-06-20,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,29980,233244.4,7.78,0.13,Mylan (formerly Matrix) Nashik,Yes,27441.22,27441.22,327.01
82471,114-UG-T30,FPQ-9321,SO-41510,DN-2643,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/10/12,N/A - From RDC,2012-07-03,2012-05-18,2012-05-18,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,1500,8310.0,5.54,0.18,Mylan (formerly Matrix) Nashik,Yes,3758.4,3758.4,11.65
82472,114-UG-T30,FPQ-9321,SO-41510,DN-2643,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/10/12,N/A - From RDC,2012-07-03,2012-05-18,2012-05-18,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,750,1830.0,2.44,0.04,"Strides, Bangalore, India.",No,3758.4,3758.4,2.57
82473,114-UG-T30,FPQ-9356,SO-41610,DN-2654,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/20/12,N/A - From RDC,2012-06-29,2012-05-22,2012-05-22,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,6899,204762.32,29.68,0.25,"Aurobindo Unit III, India",Yes,10611.0,10611.0,287.08
82474,113-ZW-T30,FPQ-8464,SO-40861,DN-2655,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,N/A - From RDC,2012-05-31,2012-05-25,2012-05-25,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,16873,41170.12,2.44,0.04,"Aurobindo Unit III, India",Yes,15219.71,15219.71,67.93
82475,110-ZM-T30,FPQ-8476,SO-40950,DN-2657,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/27/11,N/A - From RDC,2012-06-01,2012-05-28,2012-05-28,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,150000,2440500.0,16.27,0.54,Mylan (formerly Matrix) Nashik,Yes,6079.27,6079.27,4026.82
82476,110-ZM-T30,FPQ-9081,SO-41290,DN-2660,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,12/22/11,N/A - From RDC,2012-06-15,2012-05-28,2012-05-28,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,10000,167300.0,16.73,0.56,Mylan (formerly Matrix) Nashik,Yes,6079.27,6079.27,234.55
82477,104-CI-T30,FPQ-8790,SO-41200,DN-2652,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/11,N/A - From RDC,2012-05-30,2012-05-30,2012-05-30,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,69684,542141.52,7.78,0.13,Mylan (formerly Matrix) Nashik,Yes,26205.83,26205.83,760.08
82478,111-MZ-T30,FPQ-9506,SO-41760,DN-2663,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,3/16/12,N/A - From RDC,2012-07-03,2012-06-28,2012-06-28,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,60968,118887.6,1.95,0.01,"Aurobindo Unit III, India",Yes,29683.06,29683.06,166.68
82479,151-NG-T30,FPQ-8952,SO-41255,DN-2684,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,N/A - From RDC,2012-07-04,2012-06-03,2012-06-03,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,220000,2420000.0,11.0,0.18,"Aurobindo Unit III, India",Yes,17090.0,17090.0,3392.84
82480,151-NG-T30,FPQ-9432,SO-42332,DN-2687,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/12,N/A - From RDC,2012-08-02,2012-06-03,2012-06-03,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,70000,273700.0,3.91,0.13,"Strides, Bangalore, India.",Yes,17090.0,17090.0,383.73
82481,113-ZW-T30,FPQ-8464,SO-40883,DN-2693,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,N/A - From RDC,2012-08-14,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3345,26024.1,7.78,0.13,Mylan (formerly Matrix) Nashik,Yes,5530.11,5530.11,42.94
82482,113-ZW-T30,FPQ-7560,SO-39460,DN-2696,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,4/26/11,N/A - From RDC,2012-07-31,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,36192,254067.84,7.02,0.12,Mylan (formerly Matrix) Nashik,Yes,5530.12,5530.12,419.21
82483,113-ZW-T30,FPQ-8464,SO-40891,DN-2694,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,N/A - From RDC,2012-10-16,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3345,26024.1,7.78,0.13,Mylan (formerly Matrix) Nashik,Yes,5530.11,5530.11,42.94
82484,104-CI-T30,FPQ-8790,SO-41181,DN-2715,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/11,N/A - From RDC,2012-07-02,2012-07-03,2012-07-03,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9900,23067.0,2.33,0.04,"Strides, Bangalore, India.",Yes,2394.27,2394.27,32.34
82485,107-RW-T30,FPQ-10015,SO-42470,DN-2723,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,6/4/12,N/A - From RDC,2012-07-03,2012-06-20,2012-06-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,40000,97600.0,2.44,0.04,"Aurobindo Unit III, India",Yes,31029.99,31029.99,136.84
82486,900-UG-T30,FPQ-10048,SO-42580,DN-2724,Uganda,PMO - US,From RDC,N/A - From RDC,Air,6/6/12,N/A - From RDC,2012-07-05,2012-07-16,2012-07-16,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,45840,179234.4,3.91,0.13,"Strides, Bangalore, India.",Yes,27321.52,27321.52,251.29
82487,151-NG-T30,FPQ-9432,SO-41682,DN-2729,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/12,N/A - From RDC,2012-08-02,2012-07-09,2012-07-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,50000,190500.0,3.81,0.13,Hetero Unit III Hyderabad IN,Yes,21347.13,21347.13,267.08
82489,114-UG-T30,FPQ-9875,SO-42083,DN-2743,Uganda,PMO - US,From RDC,N/A - From RDC,Air,5/9/12,N/A - From RDC,2012-08-17,2012-08-01,2012-08-01,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,60000,332400.0,5.54,0.18,Mylan (formerly Matrix) Nashik,Yes,30482.8,30482.8,466.02
82490,114-UG-T30,FPQ-9355,SO-41593,DN-2744,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/20/12,N/A - From RDC,2012-09-05,2012-07-26,2012-07-26,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,157,1540.17,9.81,0.16,"Strides, Bangalore, India.",Yes,4911.0,4911.0,2.16
82491,104-CI-T30,FPQ-8790,SO-41191,DN-2754,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/11,N/A - From RDC,2012-07-31,2012-07-31,2012-07-31,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,80032,785113.92,9.81,0.16,"Aurobindo Unit III, India",Yes,11702.27,11702.27,1100.73
82492,104-CI-T30,FPQ-8790,SO-41201,DN-2756,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/11,N/A - From RDC,2012-07-31,2012-07-31,2012-07-31,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1499,7225.18,4.82,0.16,"Aurobindo Unit III, India",Yes,2252.42,2252.42,10.13
82493,110-ZM-T30,FPQ-9472,SO-41720,DN-2763,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,3/8/12,N/A - From RDC,2012-07-31,2012-08-01,2012-08-01,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2548,33022.08,12.96,0.22,"Aurobindo Unit III, India",Yes,11188.53,11188.53,46.3
82494,151-NG-T30,FPQ-9432,SO-42644,DN-2764,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/12,N/A - From RDC,2012-08-02,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,52378,404358.16,7.72,0.13,"Cipla, Goa, India",Yes,16532.5,16532.5,566.91
82495,114-UG-T30,FPQ-9875,SO-42060,DN-2768,Uganda,PMO - US,From RDC,N/A - From RDC,Air,5/9/12,N/A - From RDC,2012-09-17,2012-08-14,2012-08-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,72107,707369.67,9.81,0.16,Mylan (formerly Matrix) Nashik,Yes,81100.77,81100.77,991.73
82496,151-NG-T30,FPQ-8952,SO-41260,DN-2774,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/11,N/A - From RDC,2012-07-31,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9980,23253.4,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,16532.5,16532.5,32.6
82497,151-NG-T30,FPQ-9432,SO-42807,DN-2775,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/12,N/A - From RDC,2012-08-02,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,10020,23346.6,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,16532.5,16532.5,32.73
82498,104-CI-T30,FPQ-8790,SO-41190,DN-2776,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/11,N/A - From RDC,2012-08-20,2012-08-18,2012-08-18,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,14880,223795.2,15.04,0.5,Mylan (formerly Matrix) Nashik,Yes,4754.53,4754.53,313.76
82499,113-ZW-T30,FPQ-8464,SO-40900,DN-2804,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,N/A - From RDC,2012-12-11,2012-09-04,2012-09-04,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,44881,240562.16,5.36,0.18,Mylan (formerly Matrix) Nashik,Yes,6014.22,6014.22,396.93
82500,111-MZ-T30,FPQ-10210,SO-42950,DN-2808,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6/28/12,N/A - From RDC,2012-11-30,2012-10-29,2012-10-29,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,7150,15015.0,2.1,0.01,"Aurobindo Unit III, India",Yes,19730.62,19730.62,21.05
82501,104-CI-T30,FPQ-9749,SO-42381,DN-2813,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,4/19/12,N/A - From RDC,2012-10-29,2012-08-27,2012-08-27,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,490,2303.0,4.7,0.05,"Aurobindo Unit III, India",Yes,12101.96,12101.96,3.23
82502,151-NG-T30,FPQ-9432,SO-42935,DN-2817,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,3/1/12,N/A - From RDC,2012-08-31,2012-08-14,2012-08-14,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,64347,142850.34,2.22,0.04,Hetero Unit III Hyderabad IN,Yes,18461.22,18461.22,200.28
82503,900-TZ-T30,FPQ-10391,SO-43010,DN-2820,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,7/26/12,N/A - From RDC,2012-10-26,2012-10-26,2012-10-26,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,52770,407384.4,7.72,0.13,Mylan (formerly Matrix) Nashik,Yes,82283.9,82283.9,571.15
82504,900-UG-T30,FPQ-10048,SO-42610,DN-2829,Uganda,PMO - US,From RDC,N/A - From RDC,Air,6/6/12,N/A - From RDC,2012-10-29,2012-10-29,2012-10-29,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,20201,111913.54,5.54,0.18,"Cipla, Kurkumbh, India",Yes,19667.94,19667.94,156.9
82505,110-ZM-T30,FPQ-8476,SO-40956,DN-2832,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/27/11,N/A - From RDC,2012-09-17,2012-09-07,2012-09-07,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,16258,109904.08,6.76,0.11,Mylan (formerly Matrix) Nashik,Yes,7317.48,7317.48,181.34
82506,110-ZM-T30,FPQ-9773,SO-41991,DN-2833,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4/27/12,N/A - From RDC,2012-09-25,2012-09-07,2012-09-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,18867,46035.48,2.44,0.04,Mylan (formerly Matrix) Nashik,Yes,7317.47,7317.47,64.54
82507,104-CI-T30,FPQ-9749,SO-42382,DN-2837,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,4/19/12,N/A - From RDC,2012-11-13,2012-09-05,2012-09-05,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,84900,660522.0,7.78,0.13,Mylan (formerly Matrix) Nashik,Yes,36194.84,36194.84,926.05
82508,110-ZM-T30,FPQ-9552,SO-41840,DN-2846,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,3/29/12,N/A - From RDC,2012-10-31,2012-09-07,2012-09-07,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,57984,135102.72,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,7317.47,7317.47,189.41
82509,900-UG-T30,FPQ-10048,SO-42590,DN-2849,Uganda,PMO - US,From RDC,N/A - From RDC,Air,6/6/12,N/A - From RDC,2012-10-30,2012-10-30,2012-10-30,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,60000,234600.0,3.91,0.13,Hetero Unit III Hyderabad IN,Yes,24889.0,24889.0,328.91
82510,107-RW-T30,FPQ-9888,SO-42130,DN-2856,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,5/11/12,N/A - From RDC,2012-10-30,2012-10-30,2012-10-30,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,18620,244853.0,13.15,0.22,Mylan (formerly Matrix) Nashik,Yes,5825.17,5825.17,343.28
82511,900-SS-T30,FPQ-10517,SO-43070,DN-2858,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,8/17/12,N/A - From RDC,2012-11-15,2012-10-23,2012-10-23,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,270,599.4,2.22,0.04,Hetero Unit III Hyderabad IN,Yes,4934.43,4934.43,0.84
